type,name,namespace,threat_type,description,legitimate_package
npm,eslint-config-xo-preact,,false_positive,Possible typosquat of eslint-config-turbo,eslint-config-turbo
npm,vm2-process,,false_positive,Possible typosquat of vm2,vm2
npm,ast-monkey,,false_positive,Possible typosquat of fs-monkey,fs-monkey
npm,sitecap,,false_positive,Possible typosquat of sitemap,sitemap
npm,object.getownpropertydescriptors,@nolyfill,false_positive,Possible typosquat of object.getownpropertydescriptors,object.getownpropertydescriptors
npm,warbeast2000,,false_positive,Possible typosquat of textlint,textlint
npm,react-utils,@webbo-ui,false_positive,Possible typosquat of @chakra-ui/react-utils,@chakra-ui/react-utils
npm,eslint-config,@cloudpss,false_positive,Possible typosquat of eslint-config,eslint-config
npm,typography,@lendi-ui,false_positive,"Possible typosquat of styled-typography Explanation: The package '@lendi-ui/typography' shares a very similar semantic (typography components) with 'styled-typography'. The similarity in functionality indicated in the descriptions and the minor variation in naming (using a scoped namespace) make it potentially confusing for users. The use of an organizational scope (@lendi-ui) that appears to mimic a familiar established package naming format indicates an adversarial naming approach. Moreover, because the name incorporates a scope that suggests affiliation (fork-like behavior) and the descriptions are nearly identical in purpose without distinct differentiation, it is considered a fork with suspicious intent. The package maintains a credible list of maintainers and a complete README, so the flags for known maintainers and no_readme are set accordingly, but the overall intent is suspicious. Risk level: High).",styled-typography
npm,yhl-utils,,false_positive,Possible typosquat of utils,utils
npm,eslint-plugin-bpmn-io,,false_positive,Possible typosquat of eslint-plugin-es-x,eslint-plugin-es-x
golang,github.com/jaerk/kernal,,false_positive,"Possible `scope confusion` typosquat of github.com/jacrk/kernal Explanation: The package names 'github.com/jaerk/kernal' and 'github.com/jacrk/kernal' are very similar, differing by only one character, which is a common pattern in typosquatting. There is no description provided for either package, making it difficult to determine distinct purposes or intentions. The maintainer 'jaerk' does not appear to be a known entity in the Golang community, increasing the suspicion. The lack of additional context or namespace information further supports the potential for typosquatting.",github.com/jacrk/kernal
npm,serverless-obsession,,false_positive,"Possible simplification typosquat of serverless - Explanation: The package 'serverless-obsession' lacks a description and has no README data, which is unusual. The name 'serverless-obsession' could potentially confuse users looking for 'serverless'. The maintainer 'samwsoftware' is not recognized as a known maintainer in the npm community, increasing suspicion. Without further information, it is difficult to determine a distinct purpose or intentional play on words.",serverless
npm,express-oauth2-jwt-bearer,@sirzeta,false_positive,"Possible scope confusion typosquat of express-oauth2-jwt-bearer - Explanation: The package '@sirzeta/express-oauth2-jwt-bearer' has a namespace that is not obviously related to the original package 'express-oauth2-jwt-bearer', and the maintainer 'sirzeta' is not recognized as a known maintainer in the community. The description is very similar to the legitimate package, indicating it might be a fork, but the namespace suggests it could be a typosquat.",express-oauth2-jwt-bearer
npm,create-dacc,,false_positive,"Possible typosquat of create-ecdh - Explanation: The package 'create-dacc' has no README data, which is abnormal, and the name is similar enough to 'create-ecdh' to potentially confuse users. The maintainer 'mrick' is not recognized as a legitimate maintainer in the npm community, increasing suspicion.",create-ecdh
npm,core,@fourtune,false_positive,Possible typosquat of @tapjs/core,@tapjs/core
npm,later-composition-bone-cage,,false_positive,"Possible typosquat of composition Explanation: The package 'later-composition-bone-cage' includes the legitimate package name 'composition' with additional prefixes and suffixes, which qualifies as a compound squatting mechanism. Based solely on the package name, it is adversarial and potentially confusing to users. There is no indication of a username or organizational affiliation that suggests it is a fork, and its description lacks details beyond repeating the name, suggesting that it does not serve a distinct purpose compared to 'composition'. The maintainer ('joeweisenthal') is not recognized as part of the legitimate package's team. While the package does have a README entry, the similarity in naming while having minimal informational content and metadata raises strong suspicion of typosquatting intent. Risk level: High).",composition
npm,har-down,,false_positive,"Possible typosquat of markdown Explanation: The package name 'har-down' is very similar to 'markdown' (edit distance 2) and exhibits a kind of adversarial transformation that could easily confuse users. However, the description explicitly states that it is a fork (该 fork 后增加了新的特性 like progress display and multi-threaded downloads), indicating that its intent is to extend or modify an existing tool rather than impersonate a different product. There is no indication of a testing purpose or malicious intent, and while the maintainers listed ('ccwq') do not suggest a well-known community or organizational backing, the fork status and distinct, clearly described modifications imply that its overall intent is not deceptive. Risk level: Medium).",markdown
npm,node-yaml,,false_positive,"Possible `simplification` typosquat of yaml Explanation: The package name 'node-yaml' is created by simply prefixing 'node-' to the legitimate package 'yaml', making it a clear instance of prefix augmentation—a common typosquatting technique. Although the description clarifies that 'node-yaml' is a wrapper for js-yaml (thus having a distinct technical purpose compared to the definitive 'yaml' library), the similarity in naming can still deceive users looking for 'yaml'. It is not classified as a fork since no explicit username or fork indicator is present, and it is not designed for testing purposes. The maintainers listed ('octetstream') are not recognized as standard or known maintainers for the original 'yaml' package. Taken together, the naming strategy combined with potentially confusing metadata indicates suspicious intent. Risk level: High).",yaml
npm,hooks,@aidc,false_positive,Possible typosquat of hooks,hooks
npm,oxlint,,false_positive,"Possible `1-step D-L dist` typosquat of tslint Explanation: The package name 'oxlint' is very similar to 'tslint' (edit distance of 2), which by itself is enough to confuse users. The name shows adversarial characteristics as it follows a stylistic pattern of minor substitution. The metadata and description indicate it is a linter like 'tslint', implying it is a fork rather than a distinct tool. Despite being maintained by a known maintainer (boshen) and having a detailed README, the mimicry of the legitimate package name makes it potentially suspicious. Risk level: High).",tslint
npm,node-cidr,,false_positive,Possible `undefined` typosquat of node-dir,node-dir
npm,abase,,false_positive,"Possible `1-step D-L dist` typosquat of base Explanation: The package name “abase” differs from “base” by just one character insertion, making it easily confusable (is_adversarial_name=true). Both packages serve as generic base frameworks for building Node web apps, with overlapping functionality around app scaffolding and user workflows, so “abase” is not obviously a legitimate non-typosquat (obvious_not_typosquat=false) and does not offer a distinct purpose (has_distinct_purpose=false). There is no indication “abase” is a fork (is_fork=false) or a test helper (is_test=false), and its maintainer ‘nelsonic’ is not a recognized authority in this context (is_known_maintainer=false). It includes a README, so no_readme=false, and shows potential deceptive intent by mimicking the legitimate package (has_suspicious_intent=true). It is not a relocated package (is_relocated_package=false). Risk level: High.",base
pypi,attrdict3,,false_positive,"Possible `simplification` typosquat of attrdict Explanation: The package name 'attrdict3' differs from 'attrdict' only by an added suffix '3', which is a common 1-step modification that can deceive users. The descriptions for both packages are nearly identical, indicating that 'attrdict3' does not have a distinct purpose and appears to closely mimic the legitimate package. There is no indication of a username prefix/suffix to classify it as a fork, and the provided maintainer ('pirofti') suggests that there is a recognized individual behind it. However, given the near-identical metadata coupled with the adversarially similar package name, the package shows suspicious intent. Risk level: High).",attrdict
npm,bitcore-payment-protocol-excc,,false_positive,"Possible typosquat of @bitgo/json-payment-protocol Explanation: The two packages share very similar names and serve a closely related high-level purpose (payment protocol implementation) even though their descriptions detail different integrations (bitcore vs JSON). The 'bitcore-payment-protocol-excc' name appears to mimic '@bitgo/json-payment-protocol' by modifying the suffix (adding '-excc'), which is a known adversarial tactic. The name does not include a username or organizational identifier that would clearly mark it as a fork, and its similar naming leads to potential confusion despite different maintainers ('excc' is not recognized as a known maintainer within the legitimate ecosystem). Additionally, since the packages have similar scope and functionality, they do not have distinct purposes. The package does include a proper README, so no_readme remains false. Overall, based solely on the name similarity and potential for user deception, the analysis flags it with suspicious intent. Risk level: High).",@bitgo/json-payment-protocol
npm,object.hasown,@nolyfill,false_positive,Possible typosquat of object.hasown,object.hasown
npm,babel-helper-annotate-as-pure,,false_positive,Possible scope confusion typosquat of @babel/helper-annotate-as-pure,@babel/helper-annotate-as-pure
npm,slime-view-core,,false_positive,"Possible typosquat of dockview-core Explanation: The package name 'slime-view-core' mirrors the structure of 'dockview-core' by using a similar '-view-core' suffix even though the first component differs. This similarity is enough to make it adversarial and potentially confusing from a user perspective, especially since there is minimal description (and no README) which adds to its suspicious nature. It does not include a username or organization indicator that would imply a legitimate fork, and there is no clear distinct purpose; instead, it appears to imitate the legitimate package. Additionally, the maintainer 'antree' is not recognized as part of the ecosystem for dockview-core, further supporting that this is likely a deliberate mimic rather than an independent or distinct package. Risk level: High).",dockview-core
npm,echarts-signlog,,false_positive,"Possible `simplification` typosquat of echarts Explanation: The package name 'echarts-signlog' builds on the legitimate 'echarts' by appending an extra term ('signlog'), which can be seen as a suffix augmentation that may deceive users into thinking it is related or an official fork. The edit distance of 8 combined with the nearly identical description to Apache ECharts, and the unusual maintainer ('pubwell') that does not match the well‐known maintainers of Apache ECharts, point to suspicious intent. Additionally, there is no evidence that this package is meant for entirely different purposes or testing. Therefore, based solely on the package name similarity and metadata, this is likely an adversarial typosquat. Risk level: High).",echarts
npm,set-function-length,@nolyfill,false_positive,Possible typosquat of set-function-length,set-function-length
npm,pbt-properties,,false_positive,"Possible `1-step D-L dist` typosquat of dot-properties Explanation: The package 'pbt-properties' has no README data, which is abnormal and makes it difficult to determine its purpose. The name 'pbt-properties' is not an obvious play on words or creative variation of 'dot-properties'. The maintainer 'nth-commit' is not widely recognized, and there is no indication that 'pbt-properties' is a fork or has a distinct purpose. The lack of information and similarity in naming suggests it could be a typosquat.",dot-properties
npm,types,@vues3,false_positive,Possible typosquat of types,types
npm,minidenticons,,false_positive,"Possible typosquat of jdenticon Explanation: The package name 'minidenticons' is very similar to 'jdenticon', differing only by a 'min' prefix and pluralization, which can easily confuse users. This similarity qualifies it as an adversarial name, despite not being a fork (no user or organization prefix/suffix) and not being a test package. Both packages serve the same purpose (generating identicons), so they do not have distinct usage. Additionally, the description of 'minidenticons' mirrors the functionality of 'jdenticon', further increasing the suspicion of typosquatting. The maintainers are also different, with 'minidenticons' maintained separately, which supports the claim that the package appears to be an intentional mimic. Since a README is present, no_readme is set to false. Overall, these factors lead to a conclusion of suspicious intent. Risk level: High).",jdenticon
npm,utils,@solanafm,false_positive,Possible typosquat of utils,utils
npm,eslint-config,@ririd,false_positive,Possible typosquat of @qlik/eslint-config,@qlik/eslint-config
golang,github.com/winggao/errors,,false_positive,"Possible typosquat of github.com/pingcap/errors Explanation: The two package names are very similar with an edit distance of 3, and the namespace 'WingGao' appears to be chosen in a way that can easily confuse users with the legitimate 'pingcap' organization. The package description in github.com/WingGao/errors closely mirrors that of the legitimate package with only minor variations, suggesting that it is not intended for a distinct purpose but rather as a mimic. The presence of a single user namespace (WingGao) does not provide sufficient evidence of a legitimate fork, leading to the conclusion that this is a typosquat with suspicious intent. Risk level: High).",github.com/pingcap/errors
npm,ui,@vek-element,false_positive,"Possible typosquat of element-ui - Explanation: The package '@vek-element/ui' has a namespace which could be seen as an attempt to mimic 'element-ui'. The lack of README data and the unknown maintainer increase suspicion. The namespace 'vek-element' does not clearly indicate a distinct purpose or known organization, making it potentially a typosquat.",element-ui
npm,database,@nocobase,false_positive,Possible typosquat of @firebase/database,@firebase/database
npm,tedious-friendly,,false_positive,Possible typosquat of tedious,tedious
npm,notiad-sdk,@types,false_positive,"Possible typosquat of pumpdotfun-sdk Explanation: The package '@types/notiad-sdk' has a namespace '@types/' which is common for TypeScript type definitions, but the name 'notiad-sdk' does not closely resemble 'pumpdotfun-sdk'. The description is abnormal, and the maintainers are not recognized as legitimate in the npm community. The namespace does not appear to mimic a known organization, but the lack of a clear description and the unusual name make it suspicious.",pumpdotfun-sdk
npm,react-i18n-lite,,false_positive,"Possible typosquat of preact-i18n Explanation: The package name react-i18n-lite is very similar to preact-i18n in that it only modifies the prefix (react vs preact) and adds a ‘lite’ suffix, which can easily be misinterpreted by users. Based solely on name, it uses adversarial tactics such as prefix alteration to mimic the legitimate package. Its functionality appears to target a similar domain (internationalization) for a related but different framework (React) while still closely mirroring preact-i18n’s concept, making it appear as an obvious fork rather than an independent, distinct project. Additionally, the similarity in the README (almost identical description style) strengthens suspicions of deceptive intent. The maintainers listed do not appear to be widely recognized with respect to the established preact-i18n project, adding to the concern. For these reasons, the package is flagged as having adversarial intent and being a fork, and therefore it is not considered obviously not a typosquat. Risk level: High).",preact-i18n
npm,eslint-config-hewx,,false_positive,Possible typosquat of eslint-config-xo,eslint-config-xo
pypi,brotli,,false_positive,"Possible `prefix/ suffix augmentation` typosquat of brotlipy Explanation: The package name 'Brotli' is very similar to 'brotlipy', using the core term ‘brotli’ and omitting the ‘py’ suffix. This mimicry can potentially deceive users, especially since both packages have very similar descriptions regarding Python bindings for the Brotli compression library. There is no username or organizational prefix in 'Brotli' that would indicate it is a fork, and the functionalities are essentially the same, meaning they do not have distinct purposes. The maintainers of 'Brotli' include well-known entities in the community (including google_opensource), however the similarity in naming and purpose raises suspicion for typosquatting, leading to a judgment of a suspicious, adversarial name even though it is not a test package, fork, or relocated package. Additionally, since the package has a detailed README, no_readme is set to false. Risk level: High).",brotlipy
npm,ts-glitter,,false_positive,"Possible typosquat of ts-pattern Explanation: The package name 'ts-glitter' is similar to 'ts-pattern' due to transformation that could mislead users, even with an edit distance of 4. The adversarial transformation (changing 'pattern' to 'glitter') could confuse users expecting a pattern matching library despite serving a completely different purpose (a cross‐platform hybrid framework). There is no evidence that 'ts-glitter' is a fork (its purpose and description are distinct) or a test package. Although its maintainer appears as a single user and not clearly linked to the legitimate package, the similarity of name coupled with deceptive naming intent raises suspicion. Risk level: High).",ts-pattern
pypi,timeslib,,false_positive,"Possible `simplification` typosquat of times Explanation: The package name 'timeslib' is very similar to the legitimate 'times' with only a 'lib' suffix added. This is a common tactic in typosquatting by using a prefix/suffix augmentation and can potentially deceive users. There is no indication of a fork (i.e., no username or explicit attribution to the original author) and the purpose of 'timeslib' appears to mimic that of 'times', as evidenced by the vague and similar description. Additionally, the maintainer ('olex') is not known to be affiliated with the legitimate package, increasing the suspicion of a typosquat. The package has a README, so no_readme is false, and there is no evidence of package relocation. Overall, based solely on the package name and matching characteristics, the metrics are set as above. Risk level: High).",times
npm,eslint-config-noclip,,false_positive,Possible typosquat of eslint-config-node,eslint-config-node
npm,eslint-plugin-deprecate,,false_positive,Possible semantic substitution typosquat of eslint-plugin-deprecation,eslint-plugin-deprecation
npm,intl,@neumatter,false_positive,Possible typosquat of next-intl,next-intl
npm,hostile,@types,false_positive,"Possible typosquat of types Explanation: The package '@types/hostile' uses a common namespace '@types/' which is typically used for TypeScript type definitions. However, the name 'hostile' does not clearly relate to 'types', and the description is abnormal, making it difficult to determine its purpose. The maintainers list includes 'types', which is not a known maintainer or developer in the npm community. The lack of clear information and abnormal description raises suspicion.",types
npm,hooks,@speedlo,false_positive,Possible typosquat of hooks,hooks
pypi,blau,,false_positive,"Possible typosquat of black Explanation: The package name 'blau' is highly similar to 'black' (edit distance of 2), making it a potential intentional mimic. Based solely on the name, it qualifies as an adversarial name. There is no indication of a fork (e.g., no username in the package name), nor is there evidence that 'blau' serves a distinct purpose compared to 'black'. Additionally, the absence of a clear description (or README) combined with the suspicious similarity makes its intent seem deceptive. Risk level: High).",black
npm,stylelint-config-bod,,false_positive,Possible typosquat of stylelint-config-html,stylelint-config-html
npm,cli-freind,,false_positive,Possible typosquat of cli,cli
npm,eslint-config-airbe,,false_positive,"Possible `1-step D-L dist` typosquat of eslint-config-airbnb Explanation: The package name 'eslint-config-airbe' is very similar to 'eslint-config-airbnb' with an edit distance of 2, making it highly likely to be an intentional mimic. Based solely on the package name, it falls under adversarial name tactics as it uses minor character alteration to potentially confuse users. The package appears to be a fork of the legitimate package since the similarity is so close and there is no indication of a distinct purpose or significant changes. Additionally, while the description provides similar usage details to the legit package, the overall presentation (including the lack of clear differentiation and the presence of a single maintainer who is not recognized as a known maintainer in the community) points toward suspicious intent. Therefore, it is marked as having suspicious intent and is considered an adversarial fork. Risk level: High).",eslint-config-airbnb
npm,eslint-config-vegas,,false_positive,Possible typosquat of eslint-config-react,eslint-config-react
pypi,composabl-core-dev,,false_positive,"Possible typosquat of composio-core Explanation: The package name 'composabl-core-dev' is very similar to 'composio-core', with only minor alterations (e.g., 'composabl' vs 'composio' and an added '-dev' suffix), which is a typical pattern for typosquatting. Based solely on the name, the similarity can be deceiving to users (is_adversarial_name=True) and the slight modifications suggest an intentional mimic, so obvious_not_typosquat is set to false. The '-dev' suffix does not indicate a user-specific fork (is_fork=False) but rather appears to be a confusing modification. The functionality described in the metadata is overlapping (both are “core” packages), meaning they likely do not have distinct purposes (has_distinct_purpose=False). Additionally, while the description mentions usage for testing in a licensing context, it is not flagged as a test package (is_test=False). The maintainers are different from the legitimate package’s known maintainers (is_known_maintainer=False). A proper README/description is provided (no_readme=False) but the overall naming and purpose raise suspicion (has_suspicious_intent=True). There is no evidence to consider it as a relocated package (is_relocated_package=False). Risk level: High).",composio-core
npm,array.prototype.at,@nolyfill,false_positive,Possible typosquat of array.prototype.at,array.prototype.at
npm,stylished-components,,false_positive,Possible typosquat of styled-components,styled-components
npm,springuper-winston-daily-rotate-file,,false_positive,"Possible `simplification` typosquat of winston-daily-rotate-file Explanation: The package name 'springuper-winston-daily-rotate-file' is almost identical to 'winston-daily-rotate-file' with only an extra prefix ('springuper-'). This type of prefix augmentation is a known tactic for typosquatting and adversarial naming, making it likely to confuse users. The prefix 'springuper' appears to be a username and thus makes the package be treated as a fork; however, the metadata (description and functionality) appears almost identical to the legitimate package without clear unique purpose, reinforcing concerns of deceptive intent. In addition, since only the suspicious package’s maintainers are 'springuper' (and that is not recognized as an established maintainer for the original winston package), and there is no distinct purpose or substantial deviation from the original package details, the package is classified as having suspicious intent, while not being an entirely relocated package. Moreover, the package does include a README, so no_readme is false. Risk level: High).",winston-daily-rotate-file
npm,react-native-videoplayer,,false_positive,"Possible `delimiter modification` typosquat of react-native-video-player Explanation: The package names 'react-native-videoplayer' and 'react-native-video-player' are very similar, differing only by a hyphen. This could easily confuse users. The maintainer 'yamill' is not widely recognized in the npm community, and the description of 'react-native-videoplayer' does not indicate a distinct purpose or a test package. There is no indication that 'react-native-videoplayer' is a fork or an intentional play on words. The similarity in names and lack of distinguishing features make it suspicious.",react-native-video-player
npm,core,@aarc-dev,false_positive,Possible typosquat of @trigger.dev/core,@trigger.dev/core
npm,music-ui,,false_positive,"Possible typosquat of material-ui Explanation: The package 'music-ui' is labeled as a 'security holding package' and has a name that could be confused with 'material-ui'. The description is minimal and does not provide any distinct purpose or functionality, making it suspicious. The maintainer 'npm' does not provide enough context to consider it legitimate.",material-ui
npm,base,@mmxzjw,false_positive,Possible typosquat of base,base
npm,core,@porter-js,false_positive,Possible typosquat of core-js,core-js
npm,general-library-taste,,false_positive,"Possible typosquat of @testing-library/react Explanation: The package name 'general-library-taste' uses a similar structure to '@testing-library/react' by incorporating the word 'library' and pairing it with a modifier ('taste' vs 'testing'). Such a naming pattern is clearly designed to confuse users into thinking it is related to the well known react testing utilities. There is no username or fork indicator present, and the metadata (minimal description and readme) does not clarify a distinct purpose. The maintainer is not recognized as being associated with '@testing-library/react', reinforcing the suspicion that this is an adversarial name with potentially malicious intent. Risk level: High).",@testing-library/react
npm,is-arguments,@nolyfill,false_positive,Possible typosquat of is-arguments,is-arguments
npm,regexp.prototype.flags,@types,false_positive,"Possible `scope confusion` typosquat of regexp.prototype.flags Explanation: @types/regexp.prototype.flags is a scoped package that adds a namespace, which could confuse users into thinking it is an official type definition for the legitimate package regexp.prototype.flags. The similarity in names and the common usage of the @types/ namespace for type definitions contribute to its classification as an adversarial name. However, it appears to be a fork due to the naming convention, and the maintainers are known in the npm community, which reduces suspicion.",regexp.prototype.flags
npm,lib,@shuu1992,false_positive,Possible typosquat of lib,lib
npm,html-to-pdf-js,,false_positive,Possible typosquat of html2pdf.js,html2pdf.js
npm,temp-write,@lerna,false_positive,Possible typosquat of temp-write,temp-write
npm,api,@mna,false_positive,Possible typosquat of api,api
npm,wwwtea,,false_positive,Possible typosquat of inngest,inngest
npm,node-redshift,@vita-mojo,typosquat,"Possible `scope confusion` typosquat of node-redshift Explanation: The scoped name @vita-mojo/node-redshift is nearly identical to the unscoped node-redshift package except for the org prefix, creating high risk of confusion (is_adversarial_name=true). The code, README, and functionality appear to be a direct copy of the original with no added functionality or clear fork declaration (has_distinct_purpose=false, is_fork=false). The package has proper documentation but is likely impersonating the original maintainers under a different scope and generic maintainer names (is_known_maintainer=false). There are no explicit testing indications (is_test=false) and no relocation notice (is_relocated_package=false). Given the possible intent to harvest downloads or credentials under confusion, we flag suspicious intent (has_suspicious_intent=true) and conclude it is a typosquat rather than a legitimate alternative (obvious_not_typosquat=false). Risk level: High.",node-redshift
npm,vite-plugin-imagemin-vv,,typosquat,"Possible `simplification` typosquat of vite-plugin-imagemin Explanation: The package name 'vite-plugin-imagemin-vv' is extremely similar to 'vite-plugin-imagemin' with only an extra '-vv' appended, which is a typical example of suffix augmentation that could deceive users. This naming pattern suggests an adversarial name. There is no indication that the suffix represents a legitimate username, so it is not considered a fork. Both packages appear to serve the same purpose due to similar descriptions and usage examples, hence they do not have a distinct purpose. While the package is not intended for testing and has a README, its suspicious intent is flagged due to its potential mimicry of a well established package. Given that the maintainers of the suspicious package are recognized in the npm community ('yeshengllw'), this mitigates concerns slightly but does not remove the suspicion raised by the adversarial name and deceptive naming similarity. Therefore, the overall analysis points to a scenario where the package name carries attributes of a typosquat. Risk level: High).",vite-plugin-imagemin
npm,cesiumjs,,typosquat,"Possible `1-step D-L dist` typosquat of cesium Explanation: The package name 'cesiumjs' is very similar to 'cesium' due to the addition of the 'js' suffix, which is a common compound squatting tactic and can deceive users. Although the descriptions for both packages are nearly identical, the maintainers for 'cesiumjs' do not match the official CesiumGS team, raising further suspicion. There is no indication that 'cesiumjs' is an official fork or has a distinct purpose compared to 'cesium'. Therefore, based solely on the package name similarity and metadata, it is considered an adversarial name and suspicious.Package is adversarial and have similar purpose, so it's likely a typosquat.",cesium
golang,github.com/lxmgo/beego,,typosquat,"Possible typosquat of github.com/beego/beego Explanation: The package github.com/lxmgo/beego uses a different namespace ('lxmgo') to access a package whose name and description are nearly identical to the legitimate github.com/beego/BEEGO. Despite the edit distance being moderate, the namespace modification and near-mirroring of metadata suggest that it is intended to mimic the original, making it an adversarial name. Additionally, since it appears to be a fork with no clearly distinct purpose and lacks evidence of being maintained by the original team, it raises suspicion of typosquatting intent. Risk level: High).",github.com/beego/beego
golang,github.com/spfl13/pflag,,typosquat,"Possible `scope confusion` typosquat of github.com/spf13/pflag Explanation: The package name 'github.com/spfl13/pflag' differs by only two characters from 'github.com/spf13/Pflag', making it almost an exact mimic. Its use of a slightly altered namespace and name is indicative of adversarial tactics to confuse users. Additionally, since the package description is nearly identical and the sole maintainer is 'spfl13' (a slight alteration relative to 'spf13'), it appears to be an obvious fork with intentional mimicry rather than a distinct or test package. These similarities in name and metadata strongly suggest malicious intent. Risk level: High).",github.com/spf13/pflag
npm,react-native-gifted-charts-sai,,typosquat,Possible typosquat of react-native-gifted-charts,react-native-gifted-charts
npm,react-search-autocomplete-v3,,typosquat,"Possible `simplification` typosquat of react-search-autocomplete Explanation: The package name 'react-search-autocomplete-v3' is essentially the same as the legitimate package 'react-search-autocomplete' with only a version suffix added, which could easily deceive users. The suffix '-v3' is a typical tactic for mimicking the original name, making it an adversarial name. There is no indication that the package is a fork (no username prefix/suffix), and the purpose remains identical to that of the original package. Additionally, the maintainers are different and not recognized as the legitimate ones, increasing suspicion. The package includes a README, so no_readme is false, but the similar metadata indicates potential typosquatting intent. Risk level: High).",react-search-autocomplete
npm,buffer-hor,,typosquat,"Possible `1-step D-L dist` typosquat of buffer-xor Explanation: The package name 'buffer-hor' is extremely similar to 'buffer-xor', differing by a single character change ('hor' instead of 'xor'), which strongly indicates an intentional mimic intended to deceive users. This qualifies it as an adversarial name. Moreover, it appears to be a fork of the legitimate package based solely on its name despite having a 'security holding package' description, which is intended to prevent malicious use but further raises suspicions. The maintainers list does not match recognized maintainers from 'buffer-xor' and the overall metadata is vague, thus exhibiting suspicious intent. Risk level: High).",buffer-xor
npm,react-verification-code-input,@ghranek,typosquat,"Possible typosquat of react-input-verification-code Explanation: The scoped package ‘@ghranek/react-verification-code-input’ mirrors the legitimate ‘react-input-verification-code’ by using the same core terms in a slightly rearranged order, making it easy to confuse. It provides essentially identical functionality (a verification code input component) and does not declare itself as a fork, nor does it serve a distinct purpose. The maintainer ‘ghranek’ is not a known authority for this package, and the presence of near-identical branding and functionality without clear differentiation suggests a typosquatting attempt rather than a genuine alternative. Risk level: High.",react-input-verification-code
npm,gnosis-safe,@web3-react-x,typosquat,"Possible `scope confusion` typosquat of @web3-react/gnosis-safe Explanation: The target name '@web3-react-x/gnosis-safe' differs from the legitimate '@web3-react/gnosis-safe' by only the insertion of '-x', making it easily confusable (is_adversarial_name=true). It does not carry any clear fork marker or authoritative namespace (is_fork=false), nor does it offer a different use case or additional functionality (has_distinct_purpose=false). There is no indication it’s a testing stub (is_test=false), and the sole maintainer 'thangx' is not known in the Web3 React ecosystem (is_known_maintainer=false). The package does include a README, so it isn’t un-documented (no_readme=false). The identical description and naming scheme suggest possible impersonation or malicious intent (has_suspicious_intent=true). Finally, this is not a recognized relocation of the original package (is_relocated_package=false), and due to high confusion potential and matching description, it is likely a typosquat rather than a legitimate alternative. Risk level: High.",@web3-react/gnosis-safe
npm,babel-plugin-transform-export-namespace,,typosquat,"Possible typosquat of @babel/plugin-transform-export-namespace-from Explanation: The package name 'babel-plugin-transform-export-namespace' is nearly identical to '@babel/plugin-transform-export-namespace-from', differing only by the omission of the token 'from'. This similarity in naming can easily confuse users, making it an adversarial name (is_adversarial_name: true) and leading to potential suspicions of typosquatting (obvious_not_typosquat: false). There is no indication of a username prefix/suffix that would identify it as a fork (is_fork: false), and both packages serve the same high-level purpose with virtually identical functionality, so they do not have distinct purposes (has_distinct_purpose: false). The package is not specific to testing (is_test: false) and maintainers include a known contributor ('hzoo', is_known_maintainer: true), which would normally be a sign of legitimacy. However, because the description is almost identical to the legitimate package and the naming mimics the official scoped package, it expresses suspicious intent (has_suspicious_intent: true). Additionally, the package includes a detailed README (no_readme: false) and there is no evidence of it being a relocated package (is_relocated_package: false). Risk level: High).",@babel/plugin-transform-export-namespace-from
npm,stream-chat-react-native-core-tyket,,typosquat,"Possible `simplification` typosquat of stream-chat-react-native-core Explanation: The package name 'stream-chat-react-native-core-tyket' is extremely similar to the legitimate 'stream-chat-react-native-core' with only an additional suffix '-tyket'. This minor modification can easily deceive users based solely on name similarity, marking it as adversarial. The use of the suffix 'tyket', which is also the sole maintainer listed, suggests that it is a deliberate fork rather than a separate project with a distinct purpose, especially since its description is almost identical to the legitimate package's description. There is no evidence to indicate that it is intended for testing, nor does it have a missing README. Therefore, the metrics indicate a likely misleading typosquat/fork with suspicious intent. Risk level: High).",stream-chat-react-native-core
npm,qrcode.vue,@wishknish,typosquat,"Possible `scope confusion` typosquat of qrcode.vue Explanation: The package '@wishknish/qrcode.vue' adds a namespace to the known package name 'qrcode.vue', which is a common tactic in typosquatting. The similarity in package names, along with the fact that the scope appears to be inserted before the legitimate package name, makes it highly likely that this is intended to mimic the original. The naming convention (@username/package-name) indicates it is treated as a fork, but since the description and functionality closely mirror the original 'qrcode.vue', it does not provide a distinct purpose. Its maintainers are not aligned with the original package’s expected maintainers, and the description mirrors the legitimate package's README, amplifying the potential for user confusion. Additionally, since there is a README available, no_readme is false. Overall, these factors indicate a high likelihood of adversarial intent. Risk level: High).",qrcode.vue
npm,rollup-plugin-hotreload,,typosquat,"Possible typosquat of rollup-plugin-livereload - Explanation: The package 'rollup-plugin-hotreload' is a security holding package with no maintainers listed, and its name is similar to 'rollup-plugin-livereload', which suggests it could be a typosquat. The lack of additional information or a distinct purpose further supports this suspicion.",rollup-plugin-livereload
npm,icons-react,@ldesign,typosquat,"Possible typosquat of tdesign-icons-react Explanation: The target name '@ldesign/icons-react' differs from 'tdesign-icons-react' by only one character ('l' vs 't') and a scope prefix, creating high confusion potential. Its description and usage examples mirror the legitimate package exactly, indicating impersonation rather than unique functionality. There’s no clear fork indicator or distinct purpose, and the maintainers are not recognized from the official TDesign team. These factors point to a malicious typosquat rather than a legitimate alternative. Risk level: High.",tdesign-icons-react
