type,name,namespace,threat_type,description,legitimate_package
npm,gulp-plugin-prettier,,false_positive,Possible typosquat of prettier-plugin-sql,prettier-plugin-sql
npm,gulp-sass-newer,,false_positive,"Possible `simplification` typosquat of gulp-sass Explanation: The package 'gulp-sass-newer' appears to be a potential typosquat of 'gulp-sass' due to the similarity in names and the fact that the description of 'gulp-sass-newer' is a direct copy of 'gulp-sass'. The maintainer 'altmind' is not recognized as a known maintainer in the npm community, and there is no indication of a distinct purpose or intentional play on words. The description being a direct copy suggests it might be a suspicious package.",gulp-sass
npm,gulptypscript,,malware,"Possible `1-step D-L dist` typosquat of gulp-typescript Explanation: The package name 'gulptypscript' is nearly identical to 'gulp-typescript', differing only by a minor alteration that could easily mislead users into believing it is the legitimate package. Based solely on the name, this qualifies as an adversarial name using alternate spelling and compound squatting techniques. The name indicates it is a fork of the legitimate package rather than an unrelated offering, and it does not appear to serve a distinct purpose. Additionally, its description is minimal and includes the phrase 'security holding package', which is a suspicious intent marker. Although the maintainers listed include 'npm', this does not align with the known maintainers of gulp-typescript, and thus does not mitigate the suspicion. Risk level: High).",gulp-typescript
npm,gummy,,false_positive,"Possible `1-step D-L dist` typosquat of gamma Explanation: The edit distance of 2 and the similarity in the names indicate that 'gummy' is intentionally designed to mimic 'gamma'. The use of a scoped namespace (@lr-run) in 'gummy' when 'gamma' is unscoped further adds to the confusion, making it appear adversarial. The package appears to be a fork (as indicated by the instructions) rather than offering a distinct functionality from 'gamma', and lacks a proper description beyond a minimal README that does not clarify its intent. Additionally, the maintainers of 'gummy' are different from those of 'gamma', and the sparse description heightens suspicions of deceptive intent. Risk level: High).",gamma
npm,gummy-cli,,false_positive,"Possible typosquat of cli Explanation: The name 'gummy-cli' is constructed by prefixing 'gummy-' to the legitimate package name 'cli'. This prefix augmentation is a common typosquatting technique and introduces ambiguity, making it potentially deceptive. Additionally, the package’s lack of a README and absence of known maintainers further raise suspicion. While the package name mimics 'cli' closely, its extra component suggests it is not a legitimately distinct tool but rather an intentional fork aimed at confusing users. Risk level: High).",cli
npm,guru,,typosquat,"Possible typosquat of gud Explanation: The package name 'guru' is only one character different from 'gud', which can easily cause user confusion, and therefore its name is considered adversarial. There is no indication from the name structure (e.g., username prefix/suffix) that 'guru' is a fork of 'gud'. Furthermore, 'guru' does not provide a distinct purpose: its deprecated status and its hanging on to the name suggest that it is impersonating or mimicking 'gud'. In addition, the description includes language about preventing malicious use, raising further suspicion. While a README exists, the overall similarity in naming, the lack of a unique purpose, and the potential for deception lead to marking it as suspicious. Risk level: High).",gud
npm,gwen,,false_positive,"Possible typosquat of open Explanation: The package name 'gwen' is not similar enough to 'open' to be considered an obvious non-typosquat. It has a 1-step Levenshtein distance, making it an adversarial name. The description does not indicate it is a fork of 'open', and it does not have a distinct purpose from 'open'. However, the known maintainer is legitimate, which adds some credibility, but the overall analysis suggests it is suspicious due to the name similarity and lack of clear purpose.",open
npm,haji-api,,false_positive,"Possible typosquat of hxz-api Explanation: The package name 'haji-api' is extremely similar to 'hxz-api' with only minimal letter substitutions and a slight letter omission, which fits common adversarial name patterns. There is no username-based prefix or suffix to indicate a legitimate fork, and the description further mimics a similar style to 'hxz-api'. Furthermore, the packages have different maintainers and no clear distinct purpose differentiation. The presence of a README makes no_readme false; overall, the similarity in naming combined with the suspicious intent in the description makes this package likely a typosquat. Risk level: High).",hxz-api
npm,happened-mathematics-quite2,,false_positive,"Possible typosquat of happily-must-quietly Explanation: The package name 'happened-mathematics-quite2' is purposefully similar to 'happily-must-quietly' with deliberate substitutions ('happened' vs 'happily', 'mathematics' vs 'must', 'quite2' vs 'quietly'). This indicates an adversarial name designed to confuse users, thus is_adversarial_name is true. There is no evidence of a fork indicator in the name (no username prefix/suffix), so is_fork is false. Given the name mimicry, both packages are not serving a distinct purpose as the intent appears to be impersonation, leading to has_distinct_purpose being false. It is not marked as a test package (is_test is false) and although a maintainer is listed, 'axelbitblaz' is not recognized as a known maintainer in the community, making is_known_maintainer false. Both packages have minimal descriptions but include a README, hence no_readme is false. Overall, the deliberate similarity in naming points to probable typosquatting with suspicious intent, so has_suspicious_intent is true. There is no evidence that this is a relocated package. Risk level: High).",happily-must-quietly
npm,harder-rear-settle6,,false_positive,"Possible typosquat of hardened-fetch Explanation: The package name 'harder-rear-settle6' shares a similar starting token with 'hardened-fetch' but substitutes the latter part with unrelated terms. This token similarity (harder vs hardened) and augmentation (rear-settle6 instead of fetch) can deceive users, qualifying it as an adversarial name. There is no indication of it being a fork because there is no user or organizational name embedded. Its minimal README and lack of detailed purpose compared to the well-described 'hardened-fetch' suggest it does not have a distinct functional goal. Additionally, the maintainer 'saladerl' does not match the known maintainers of 'hardened-fetch', further raising suspicion. Therefore, the package exhibits characteristics consistent with a potential typosquat. Risk level: High).",hardened-fetch
npm,hardhat-deployment,,false_positive,"Possible `semantic substitution` typosquat of hardhat-deploy Explanation: The package 'hardhat-deployment' is very similar to 'hardhat-deploy' with only a minor change in the name, which is a common pattern in typosquatting. The descriptions are nearly identical, suggesting it might be a copy or mimic of the legitimate package. The maintainer 'aleem-sherlock' is not recognized as a known maintainer in the npm community, increasing suspicion. There is no indication of a distinct purpose or intentional play on words.",hardhat-deploy
npm,hardhat-deploy-others,,malware,"Possible `homographic replacement` typosquat of hardhat-deploy-ethers Explanation: The package 'hardhat-deploy-others' has a name very similar to 'hardhat-deploy-ethers', differing by only one letter, which is a common pattern in typosquatting. Additionally, the lack of README data and the unknown maintainer 'dextester123456' contribute to the suspicion. There is no indication of a distinct purpose, intentional play on words, or known maintainer, making it likely a typosquat.",hardhat-deploy-ethers
npm,hardhat-gas-optimizer,,malware,"Possible typosquat of hardhat-gas-reporter - Explanation: The package 'hardhat-gas-optimizer' is labeled as a 'security holding package' and has no maintainers listed, which is often indicative of a placeholder for a potential typosquat. The name is similar enough to 'hardhat-gas-reporter' to cause confusion, and there is no evidence of a distinct purpose or legitimate maintainers.",hardhat-gas-reporter
npm,har-down,,false_positive,"Possible typosquat of markdown Explanation: The package name 'har-down' is very similar to 'markdown' (edit distance 2) and exhibits a kind of adversarial transformation that could easily confuse users. However, the description explicitly states that it is a fork (该 fork 后增加了新的特性 like progress display and multi-threaded downloads), indicating that its intent is to extend or modify an existing tool rather than impersonate a different product. There is no indication of a testing purpose or malicious intent, and while the maintainers listed ('ccwq') do not suggest a well-known community or organizational backing, the fork status and distinct, clearly described modifications imply that its overall intent is not deceptive. Risk level: Medium).",markdown
npm,harmony-reflect,,false_positive,Possible typosquat of @nolyfill/harmony-reflect,@nolyfill/harmony-reflect
npm,harmony-reflect,@nolyfill,false_positive,Possible typosquat of harmony-reflect,harmony-reflect
npm,has,@nolyfill,false_positive,Possible typosquat of has,has
npm,hashkey-dev,,false_positive,"Possible typosquat of mqlight-dev Explanation: The edit distance of 7 between 'hashkey-dev' and 'mqlight-dev' indicates they are not close enough by name alone to be an intentional mimic, so on name similarity the package is not adversarial. However, the guidance and metadata point out that 'hashkey-dev' is obviously being used as a fork of 'mqlight-dev' and its description—'security holding package'—lends a suspicious character. Coupled with the lack of known maintainers and absence of distinct functionality, the overall evidence makes this package suspicious despite the lower likelihood based solely on name similarity. Risk level: High).",mqlight-dev
npm,hasown,@nolyfill,false_positive,Possible typosquat of hasown,hasown
npm,has-property-descriptors,@nolyfill,false_positive,Possible typosquat of has-property-descriptors,has-property-descriptors
npm,has-property-descriptors,@types,false_positive,"Possible `scope confusion` typosquat of has-property-descriptors Explanation: @types/has-property-descriptors uses a common namespace that indicates it is a type definition package for the legitimate has-property-descriptors. However, the addition of the @types/ namespace could potentially confuse users into thinking it is an official version or an alternative. The names are closely related, making it adversarial. It is likely a fork, but the lack of a clear description raises suspicion.",has-property-descriptors
npm,has-proto,@nolyfill,false_positive,Possible typosquat of has-proto,has-proto
npm,has-symbols,@nolyfill,false_positive,Possible typosquat of has-symbols,has-symbols
npm,has-symbols,@types,false_positive,"Possible `scope confusion` typosquat of has-symbols Explanation: The package '@types/has-symbols' uses a namespace that is common for type definitions in TypeScript, which is legitimate. However, it is a direct mimic of 'has-symbols' and could potentially confuse users due to the similarity in names. The maintainers are known in the npm community, which adds to its legitimacy, but the name similarity raises suspicion.",has-symbols
npm,has-tostringtag,@nolyfill,false_positive,Possible typosquat of has-tostringtag,has-tostringtag
npm,hast-util-from-webparser,@starptech,typosquat,"Possible typosquat of hast-util-from-parse5 Explanation: The package names are very similar: both follow the pattern 'hast-util-from-*', with the only difference being the parser used ('webparser' vs 'parse5'). The use of the organizational namespace '@starptech' combined with the mimicking of the established package name suggests that this package is an intentional imitation. The structure indicates it is being forked (as evidenced by the username prefix) rather than developed for a different purpose. Additionally, the similarity in naming can easily deceive users, which is why the name is considered adversarial. The metadata does include a proper README, and there is no indication that it is a test package. Therefore, all metrics point towards a suspicious package intended to capitalize on the reputation of the legitimate one. Risk level: High).",hast-util-from-parse5
npm,hd-transport,@onekeyfe,false_positive,Possible typosquat of @ledgerhq/hw-transport,@ledgerhq/hw-transport
npm,health-card,@zhejianglab-health,false_positive,"Possible typosquat of health Explanation: The target package name includes extra segments (""@zhejianglab-health/health-card"" vs. ""health""), so it’s not clearly a legitimate separate offering, and the missing description/README suggests poor documentation. Name similarity is low (""health-card"" adds a distinct suffix), so it is not an obviously adversarial typo. There is no indication it’s a fork (no user/org prefix matching the original), nor any unique documented purpose or testing focus. The maintainers are not recognized community figures, and the placeholder README indicates lack of proper docs. These factors combined raise suspicion of potential typosquatting or malice, so it cannot be ruled out as an innocuous package. Risk level: Medium.",health
npm,hic-alias,@kollorg,false_positive,Possible typosquat of @rollup/plugin-alias,@rollup/plugin-alias
npm,hic-iusto,@kollorg,false_positive,Possible typosquat of isomorphic-git,isomorphic-git
npm,hidden-furniture-money-minute,,false_positive,"Possible typosquat of hidden-markov-model-tf Explanation: The package name 'hidden-furniture-money-minute' mimics the structure of 'hidden-markov-model-tf' by retaining the 'hidden-' prefix and a similar word count, while substituting key terms with semantically different but structurally similar words. This transformation (e.g., replacing 'markov' with 'furniture', 'model' with 'money', and 'tf' with 'minute') is a common adversarial tactic. There is no indication that this is a fork (no username prefix/suffix) or a testing package. Moreover, its minimal README and generic description raise suspicions of malicious intent, despite not being a relocated package. Additionally, the maintainers are not recognized as established contributors, and the package purpose appears to be a deceptive imitation rather than offering a distinct functionality. Risk level: High).",hidden-markov-model-tf
npm,highcharts-react,,typosquat,"Possible typosquat of highcharts-react-official - Explanation: The package 'highcharts-react' is very similar to 'highcharts-react-official' with only the omission of '-official'. This could easily confuse users into thinking they are the same or related. The maintainer 'shiyang-fei' is not a widely recognized name in the npm community, and there is no indication that 'highcharts-react' serves a distinct purpose or is a fork. The description is not abnormal, but the similarity in names and lack of additional context makes it suspicious.",highcharts-react-official
npm,highest-glad-sunlight-broken,,false_positive,"Possible typosquat of highlight.run Explanation: The package name 'highest-glad-sunlight-broken' shows characteristics of adversarial name formation by altering 'highlight' to 'highest' and substituting other parts in a way that could confuse users. There is no indication that the package is a fork (no user name present), but it seems to intentionally mimic 'highlight.run' without having a distinct purpose. The maintainers are not known in relation to the legitimate package, and the minimal README content further increases suspicion. Based solely on the package name, it appears designed to deceive users, hence it is labeled as an adversarial name with suspicious intent. Risk level: High).",highlight.run
npm,highlight.js,@taips,false_positive,Possible scope confusion typosquat of highlight.js - Explanation: The package '@taips/highlight.js' lacks a description and uses a namespace that does not clearly relate to a known organization or user. The maintainer 'vap0r1ze' is not recognized as a known maintainer in the npm community. The absence of README data and the use of a namespace that could mimic legitimate packages make it suspicious.,highlight.js
npm,hit,@leafer-ui,false_positive,Possible typosquat of @leafygreen-ui/select,@leafygreen-ui/select
npm,hl-cache,,false_positive,"Possible `simplification` typosquat of cache Explanation: The package name 'hl-cache' closely resembles the legitimate 'cache' with a simple prefix augmentation ('hl-'), a known adversarial naming tactic. Even though its functionality differs slightly by using a variant of the Clock cache algorithm with a ghost copy (suggesting a variant implementation), the high similarity in naming could mislead users, thus we mark it as not obviously not a typosquat (obvious_not_typosquat = false), and the name is adversarial (is_adversarial_name = true). Since the name does not show an explicit affiliation (e.g. a username), it is not considered a fork (is_fork = false). The functionalities overlap in that both are caching solutions, making the distinct purpose not obvious (has_distinct_purpose = false). There is no indication it is for testing (is_test = false) and the provided maintainer ('th507') is not recognized as a known maintainer in the broader community (is_known_maintainer = false). The package includes a detailed README (no_readme = false) and the similarity in naming, despite slight differences in feature focus, supports the possibility of deceptive intent (has_suspicious_intent = true). There is no evidence of relocation between the packages (is_relocated_package = false). Risk level: High).",cache
npm,holderjs,@types,false_positive,"Possible typosquat of types Explanation: The package '@types/holderjs' uses a common namespace '@types/' which is typically used for TypeScript type definitions. However, the legitimate package 'types' has no description, and the description for '@types/holderjs' is abnormal. The maintainers list includes 'types', which is not a known maintainer. These factors combined with the abnormal description suggest it could be suspicious.",types
npm,holvi-auth,,malware,"Possible `simplification` typosquat of auth Explanation: The package name 'holvi-auth' is created by prefixing 'holvi-' to 'auth', a classic case of adversarial name manipulation through prefix augmentation. This indicates an intentional effort to mimic or confuse with the legitimate package 'auth'. The naming pattern makes it look like a fork of 'auth', especially since it bears a similar name but with added prefix and the description is a minimal 'security holding package', which combined with the suspicious nature of the metadata raises red flags. Additionally, the maintainer list only includes 'npm', which does not convincingly tie the package to the legitimate project's maintainers. Overall, the combination of an adversarial package name, lack of distinct functionality, and suspicious description suggests this package is a typosquat. Risk level: High).",auth
npm,hook-form,@inexture,typosquat,Possible typosquat of react-hook-form,react-hook-form
npm,hooks,@aidc,false_positive,Possible typosquat of hooks,hooks
npm,hooks,@jlns,false_positive,Possible typosquat of hooks,hooks
npm,hooks,@kubed,false_positive,"Possible `scope confusion` typosquat of hooks Explanation: The package '@kubed/hooks' adds a namespace to the generic name 'hooks', which could be used to deceive users by mimicking the legitimate 'hooks' package. The edit distance may be considered borderline, but the deliberate namespace addition (potential scope confusion) raises concerns of adversarial intent. Furthermore, it is treated as a fork based on its naming style despite lacking clear evidence of a unique purpose. The absence of a README in '@kubed/hooks' and the unclear legitimacy of its maintainer ('kubesphere_cloud') further contribute to suspicious intent. Risk level: High).",hooks
npm,hooks,@speedlo,false_positive,Possible typosquat of hooks,hooks
npm,hostile,@types,false_positive,"Possible typosquat of types Explanation: The package '@types/hostile' uses a common namespace '@types/' which is typically used for TypeScript type definitions. However, the name 'hostile' does not clearly relate to 'types', and the description is abnormal, making it difficult to determine its purpose. The maintainers list includes 'types', which is not a known maintainer or developer in the npm community. The lack of clear information and abnormal description raises suspicion.",types
npm,hp-types,,false_positive,Possible typosquat of pg-types,pg-types
npm,html2canvas,@cantoo,typosquat,Possible typosquat of html2canvas,html2canvas
npm,html-components,,false_positive,"Possible typosquat of posthtml-component Explanation: The package name 'html-components' is sufficiently similar to 'posthtml-component' in terms of structure and purpose, with only minor alterations (omission of the 'post' prefix and pluralization). This similarity can potentially deceive users, making it an adversarial name. There is no username or clear fork indicator in the name, so it is not considered a fork. The functionalities implied by both package descriptions overlap significantly, suggesting that they do not have distinct purposes. The maintainers of 'html-components' (arnogues) are not recognized as the legitimate maintainers of 'posthtml-component', adding to the suspicion. The README is present, so no_readme is false. Overall, the name and metadata raise suspicion of typosquatting intent. Risk level: High).",posthtml-component
npm,html-encoding-sniffer,@types,false_positive,"Possible `scope confusion` typosquat of html-encoding-sniffer Explanation: @types/html-encoding-sniffer is a scoped package that adds a namespace to the legitimate package name html-encoding-sniffer, which can confuse users. The '@types/' namespace is commonly used for type definitions in TypeScript, indicating that it is likely intended for a different purpose than the original package. However, the maintainers are known in the npm community, which reduces suspicion. Overall, the combination of the namespace and potential for user confusion leads to it being considered suspicious.",html-encoding-sniffer
npm,html-escape,@types,false_positive,"Possible typosquat of html-escaper - Explanation: The package '@types/html-escape' has a namespace '@types', which is commonly used for TypeScript type definitions. However, the name 'html-escape' is very similar to 'html-escaper', differing only slightly, which could confuse users. The description of '@types/html-escape' is abnormal, and the maintainer 'types' is not recognized as a legitimate maintainer in the npm community. These factors contribute to the suspicion of typosquatting.",html-escaper
npm,html-to-pdf-js,,false_positive,Possible typosquat of html2pdf.js,html2pdf.js
npm,htp-https,,malware,Possible typosquat of http-https,http-https
npm,http-codes,@types,false_positive,"Possible typosquat of http-status-codes Explanation: The package '@types/http-codes' has a namespace '@types/' which is common for TypeScript type definitions, but the description is abnormal and not provided. The name is similar to 'http-status-codes' and could potentially confuse users. The maintainers are not recognized as legitimate in the npm community, increasing suspicion.",http-status-codes
npm,http-errors-handler,,typosquat,"Possible `simplification` typosquat of http-errors Explanation: The package name 'http-errors-handler' is very similar to 'http-errors', differing only by the addition of the suffix 'handler'. This is a common adversarial tactic (prefix/suffix augmentation) to create confusion. There is no indication that the naming difference is due to a genuine intent to serve a distinct purpose, and the minimal README which only includes an install command adds to the suspicion. There is no evidence it is a fork (no username indication) and the provided maintainer is not a known maintainer of the legitimate package. While the underlying functionality might be intended to relate to HTTP errors, the way the package is presented (very similar naming and minimal descriptive metadata) makes it likely to mislead users, thus it has a suspicious intent. Risk level: High).",http-errors
npm,http-fproxy,,false_positive,Possible typosquat of http-proxy,http-proxy
npm,http-i18n,,false_positive,"Possible `asemantic substitution` typosquat of hexo-i18n Explanation: The package name 'http-i18n' is very similar to 'hexo-i18n' with an edit distance of 3, making it likely to confuse users and indicating an intentional mimic. The name transformation (changing 'hexo' to 'http') falls under asemantic substitution/homographic replacement, which qualifies as an adversarial name based solely on the package name. Although it might seem like a fork of the legitimate package at first glance, it does not include a username or clear fork indicator. The purpose of both packages appears similar, and the description of 'http-i18n' is brief and lacks the detailed context provided by 'hexo-i18n', which raises suspicion. Additionally, the maintainers list contains a single name ('orangeman') that does not strongly associate it with the established project, further adding to the suspicion. Risk level: High).",hexo-i18n
npm,http-request,,false_positive,"Possible typosquat of then-request Explanation: The package name 'http-request' is very similar to 'then-request', differing only by the prefix ('http' vs 'then'), which can be confusing for users. Based solely on the package names, the similarity in structure and the common '-request' suffix suggest an adversarial mimicry, so is_adversarial_name is set to true. Since there is no user name or organization suffix/prefix that would indicate a fork, is_fork remains false. Their descriptions indicate similar purposes as general HTTP client libraries, meaning they do not have distinct purposes (has_distinct_purpose is false). The package is not marked as a test package and it contains a README, so is_test and no_readme are both false. The maintainers of 'http-request' are not linked to the known maintainers of 'then-request', so is_known_maintainer is false. The overall similarity in name and metadata, with the potential to confuse users, results in a conclusion of suspicious intent, hence has_suspicious_intent is true. There is no indication of relocation between packages, so is_relocated_package is false. Risk level: High).",then-request
npm,https-proxy-agent,@camdh,typosquat,"Possible typosquat of https-proxy-agent Explanation: The target package is a scoped copy of the official https-proxy-agent (identical readme, instructions, examples), published under an unrelated scope (@camdh) by an unknown maintainer. There is only a 1‐character difference in the visible package name (the scope prefix), so users could easily confuse it with the legitimate package. There is no indication that this is a sanctioned fork or relocation, and the maintainer is not a recognized entity in this ecosystem. The functionality and description are identical, so it offers no distinct purpose. These factors strongly point to deliberate impersonation and suspicous intent. Risk level: High.",https-proxy-agent
npm,hubot-healthz,,false_positive,"Possible `1-step D-L dist` typosquat of hubot-health Explanation: The names differ only by a single character insertion (‘z’), making hubot-healthz very easy to confuse with hubot-health. Both provide a nearly identical health check endpoint for Hubot. There is no indication of a legitimate fork or unique purpose, and the maintainer isn’t a known Hubot authority. These factors point to a typosquat designed to deceive users. Risk level: High.",hubot-health
npm,huhh-ui,,false_positive,Possible typosquat of @shustudios/ui,@shustudios/ui
npm,hunter-type-led8,,false_positive,"Possible typosquat of content-type Explanation: The package name 'hunter-type-led8' uses a confusing prefix and suffix around the common term 'type', which is central to the legitimate package 'content-type'. This naming pattern can deceive users by implying an association with 'content-type'. Furthermore, the package does not appear as a fork (there is no username in the name) and its description is minimal—providing no indication of distinct functionality. The maintained author 'tleaoo' is not a known or verified maintainer in this context. Although a README exists, its content isn't detailed enough to dispel suspicion, therefore the metrics indicate potential typosquat behavior with adversarial naming intentions. Risk level: High).",content-type
npm,husky-ts,,typosquat,"Possible `simplification` typosquat of husky Explanation: The package name 'husky-ts' is very similar to 'husky' with only the '-ts' suffix added. This suffix could be seen as an attempt to mimic the legitimate 'husky' package, especially given that the description is identical and the maintainers are different. Although the '-ts' suffix may indicate an attempt to target TypeScript users, the similarity and lack of clear distinction in purpose, combined with the unfamiliar maintainer, raise suspicion. It is not considered a fork because it doesn't include a username or indication of an official divergence, and it has an available README. Overall, based solely on the name and metadata, it shows adversarial naming and suspicious intent. Risk level: High).",husky
npm,i18n,@alodi,false_positive,"Possible `scope confusion` typosquat of i18n Explanation: The package '@alodi/i18n' is derived from 'i18n' by adding a namespace, which constitutes a prefix augmentation. Although the namespace '@alodi' could indicate a legitimate organization or maintainer (and indeed the maintainer 'hoosai' is listed), the modification in form combined with the minimal descriptive change ('lodi i18n' versus the extensive description of the legit package) suggests an intentional mimic aimed at confusing users. Its similarity in name, despite an edit distance of 7 due mainly to the added scope, makes it appear as a fork rather than offering a clearly distinct purpose. These factors contribute to the overall evaluation of suspicious intent. Risk level: High).",i18n
npm,i18n,@alwatr,false_positive,Possible scope confusion typosquat of i18n,i18n
npm,i18n,@ckpack,false_positive,Possible typosquat of i18n,i18n
npm,i18n-plus,,false_positive,"Possible `simplification` typosquat of i18n Explanation: The package name 'i18n-plus' is very similar to the legitimate 'i18n', differing only by an added suffix, which qualifies as a one-step transformation (suffix augmentation) that can confuse users. There is no indication in the metadata or scope that it is an officially sanctioned fork or testing package. Although its functionality overlaps with 'i18n' and provides additional features, this similarity in naming despite different maintainers raises flags that it might be mimicking the original name, resulting in a high confidence for an adversarial name and overall suspicion.Package is adversarial and have similar purpose, so it's likely a typosquat.",i18n
npm,i18n-react,@matriarx,typosquat,Possible typosquat of i18n-react,i18n-react
npm,icon,@svelement-ui,false_positive,"Possible typosquat of element-ui Explanation: The package '@svelement-ui/icon' has a namespace that could mimic a known organization, and the lack of README data makes it difficult to determine its purpose. The name similarity to 'element-ui' suggests it could be a typosquat, especially since 'element-ui' is a well-known package. The maintainer 'koory1st' is not recognized as a known maintainer in the npm community, adding to the suspicion.",element-ui
npm,icon-package,,malware,"Possible typosquat of iconify-icon Explanation: The package 'icon-package' is labeled as a security holding package, which is often used to prevent typosquatting. The name 'icon-package' is not similar enough to 'iconify-icon' to be an obvious typosquat, but the lack of a clear description and the use of a generic name make it suspicious. Additionally, the maintainer 'npm' does not provide enough context to determine legitimacy.",iconify-icon
npm,icons,@aivsw,false_positive,Possible typosquat of icons,icons
npm,icons,@buttery,false_positive,Possible typosquat of icons,icons
npm,icons,@fle-ui,false_positive,Possible typosquat of @material-ui/icons,@material-ui/icons
npm,icons,@fuel-ui,false_positive,Possible typosquat of @material-ui/icons,@material-ui/icons
npm,icons,@peili-ui,false_positive,Possible typosquat of @material-ui/icons,@material-ui/icons
npm,icons,@pnpmmono,false_positive,Possible typosquat of icons,icons
npm,icons,@roo-ui,false_positive,Possible typosquat of @material-ui/icons,@material-ui/icons
npm,icons,@sunney,false_positive,Possible typosquat of @medusajs/icons,@medusajs/icons
npm,icons,@talismn,false_positive,Possible typosquat of icons,icons
npm,icons,@tsuki-ui,false_positive,Possible typosquat of @chakra-ui/icons,@chakra-ui/icons
npm,icons,@ulld,false_positive,Possible typosquat of unplugin-icons,unplugin-icons
npm,icons,@uspk-ui,false_positive,Possible typosquat of @material-ui/icons,@material-ui/icons
npm,icons,@ws-ui,false_positive,Possible typosquat of @material-ui/icons,@material-ui/icons
npm,icons,@yamori-design,false_positive,"Possible typosquat of material-design-icons Explanation: The package '@yamori-design/icons' has no README data, which is abnormal. The namespace '@yamori-design' does not clearly indicate a known organization or user, and the name 'icons' is generic. The lack of description and the generic nature of the name make it potentially suspicious, especially since it could mimic 'material-design-icons'.",material-design-icons
npm,iconsax-reactjs,,typosquat,"Possible `1-step D-L dist` typosquat of iconsax-react Explanation: The target name 'iconsax-reactjs' differs from 'iconsax-react' only by the extra letters 'js', making user confusion highly likely. Both packages offer the same 1000 icons in 6 styles for React with nearly identical READMEs and usage. There is no fork indication or distinct purpose, and the maintainer 'erfan-ee' is not the recognized owner of the original iconsax project. The package appears designed to impersonate the legitimate one, so it is a typosquat with malicious intent to confuse users. Risk level: High.",iconsax-react
npm,iconsax-react-svg,,false_positive,"Possible `simplification` typosquat of iconsax-react Explanation: The name iconsax-react-svg closely matches iconsax-react with only an extra suffix, which risks user confusion. The target package comes from an unrecognized maintainer, lacks any fork indications, and serves essentially the same use case (React icons) without clear differentiation. The professional README appears designed to mimic the legitimate package branding, raising suspicion of impersonation. Risk level: High.",iconsax-react
npm,icons-react,@ldesign,typosquat,"Possible typosquat of tdesign-icons-react Explanation: The target name '@ldesign/icons-react' differs from 'tdesign-icons-react' by only one character ('l' vs 't') and a scope prefix, creating high confusion potential. Its description and usage examples mirror the legitimate package exactly, indicating impersonation rather than unique functionality. There’s no clear fork indicator or distinct purpose, and the maintainers are not recognized from the official TDesign team. These factors point to a malicious typosquat rather than a legitimate alternative. Risk level: High.",tdesign-icons-react
npm,identity-admin-ui,,false_positive,"Possible typosquat of @medusajs/admin-ui - Explanation: The package 'identity-admin-ui' lacks a description and has no README data, making it difficult to determine its purpose. The name is somewhat similar to '@medusajs/admin-ui', which could potentially confuse users. The maintainers are not widely recognized in the npm community, and there is no clear indication of a distinct purpose or legitimate namespace. These factors contribute to the suspicion of it being a typosquat.",@medusajs/admin-ui
npm,idex,,typosquat,"Possible typosquat of idx - Explanation: The package 'idex' has no README data, which is abnormal, and its name is very similar to 'idx', differing by only one character. The lack of description and the similarity in names suggest it could be a typosquat. The maintainer 'sudoinc' is not recognized as a known maintainer in the npm community, increasing suspicion.",idx
npm,idme,,typosquat,"Possible typosquat of idb Explanation: The package name 'idme' is very similar to 'idb' with an edit distance of 2, which falls into the range expected for an intentional mimic. Its short name alteration is adversarial in that users might easily confuse it with the legitimate 'idb'. The provided conditions indicate that 'idme' is treated as an obvious fork, yet it does not offer distinctive functionality compared to 'idb'. Additionally, its description is suspicious with minimal detail apart from stating 'security holding package', which enhances concerns about possible malicious intent. The absence of known maintainers further adds to its dubious nature. Risk level: High).",idb
npm,image-editor,@antscorp,typosquat,"Possible typosquat of tui-image-editor Explanation: The package '@antscorp/image-editor' shares an identical description with 'tui-image-editor', and the names share the core 'image-editor' term. The use of a namespace (@antscorp) as a prefix fits the pattern of a fork packaging (i.e., it includes a username prefix) rather than a trivial naming pattern. However, given that the package adopts a namespace that could confuse users by mimicking the legitimate package's functionality (as evidenced by the shared description), the name is considered adversarial. The functionality appears identical, implying no distinct purpose compared to the original, and it is not a test package. The listed maintainers seem to be legitimate contributors to the scoped package, yet the overall matching metadata and intentional mimicry flag suspicious intent. There is a readme present, and there is no clear indication that the package is a relocated version of the original. Risk level: High).",tui-image-editor
npm,image-editor,@shihuo,false_positive,"Possible typosquat of tui-image-editor Explanation: The package '@shihuo/image-editor' uses a similar naming pattern to 'tui-image-editor' by retaining 'image-editor' in its name, which may confuse users given the similar functionality. The use of a different namespace does not sufficiently distinguish the package, and the metadata (description) mirrors the original’s focus on image editing, suggesting potential malicious mimicry rather than a legitimate fork or distinct purpose. The naming does not indicate a simple fork (there is no obvious indication of affiliation with the original maintainers) and although it has a README, the similarity in purpose and confusing naming both contribute to the determination of suspicious intent. Risk level: High).",tui-image-editor
